run_id,split,score_decile,rows,positives,negatives,positive_rate,mean_score,min_score,max_score
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,test,10,171,108,63,0.631578947368421,0.20589861160481882,0.08477290719747543,0.2601628005504608
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,1,173,170,3,0.9826589595375722,0.8038297922625018,0.7161052227020264,0.9763985276222229
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,2,173,172,1,0.9942196531791907,0.6562612322024527,0.5952166318893433,0.7154934406280518
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,3,174,170,4,0.9770114942528736,0.5419915494905121,0.4910229742527008,0.594233512878418
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,4,173,162,11,0.9364161849710982,0.4622893760659102,0.437222421169281,0.4905381202697754
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,5,174,164,10,0.9425287356321839,0.41797948243289157,0.4006476104259491,0.43704259395599365
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,6,173,157,16,0.9075144508670521,0.38473729763416886,0.3648848235607147,0.40062782168388367
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,7,173,140,33,0.8092485549132948,0.34219986407053954,0.31833305954933167,0.3648248314857483
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,8,174,141,33,0.8103448275862069,0.30280425545127915,0.2859233021736145,0.3182626962661743
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,9,173,136,37,0.7861271676300579,0.26047127629291117,0.2305924892425537,0.2852230668067932
sprint6_loss_comparison_seed42_20260606_182812_S6R7_balanced_sampling,val,10,174,99,75,0.5689655172413793,0.2020092243435739,0.13778868317604065,0.2303295135498047
