registry_id,metric,guide,negatives_in_guide,point_estimate,leave_one_guide_value,delta
S7F_R2,specificity,11487,0,0.650887573964497,0.650887573964497,0.0
S7F_R2,specificity,11506,8,0.650887573964497,0.6832298136645962,0.032342239700099196
S7F_R2,macro_f1,228,7,0.8017158070442817,0.8094747935200843,0.007758986475802643
S7F_R2,macro_f1,278,0,0.8017158070442817,0.8015319555756013,-0.00018385146868038493
S7F_R2,macro_f1,635,0,0.8017158070442817,0.8016766939162916,-3.911312799009803e-05
S7F_R2,macro_f1,804,0,0.8017158070442817,0.8016636220544813,-5.218498980041897e-05
S7F_R2,macro_f1,1018,0,0.8017158070442817,0.8016636220544813,-5.218498980041897e-05
S7F_R2,macro_f1,1026,0,0.8017158070442817,0.8016897486795252,-2.6058364756442742e-05
S7F_R2,macro_f1,1028,14,0.8017158070442817,0.7869444824249838,-0.014771324619297865
S7F_R2,macro_f1,1044,12,0.8017158070442817,0.7893834822334921,-0.012332324810789608
S7F_R2,macro_f1,1060,13,0.8017158070442817,0.7997585134250164,-0.0019572936192653323
S7F_R2,macro_f1,1088,12,0.8017158070442817,0.7951782182152803,-0.006537588829001351
S7F_R2,macro_f1,1120,14,0.8017158070442817,0.7869444824249838,-0.014771324619297865
S7F_R2,macro_f1,1408,9,0.8017158070442817,0.7918067752054253,-0.009909031838856386
S7F_R2,macro_f1,1505,0,0.8017158070442817,0.8208618066479281,0.01914599960364638
S7F_R2,macro_f1,3265,0,0.8017158070442817,0.8012497263658254,-0.0004660806784563265
S7F_R2,macro_f1,3300,0,0.8017158070442817,0.8000215516348158,-0.0016942554094658835
S7F_R2,macro_f1,3420,0,0.8017158070442817,0.7964516300384874,-0.0052641770057942905
S7F_R2,macro_f1,7696,0,0.8017158070442817,0.7999292418472039,-0.0017865651970777607
S7F_R2,macro_f1,8319,0,0.8017158070442817,0.8003087555719135,-0.0014070514723681926
S7F_R2,macro_f1,8420,0,0.8017158070442817,0.7944780324215108,-0.007237774622770865
S7F_R2,macro_f1,9251,80,0.8017158070442817,0.8673504867872044,0.0656346797429227
S7F_R2,macro_f1,10597,0,0.8017158070442817,0.8016897486795252,-2.6058364756442742e-05
S7F_R2,macro_f1,10599,0,0.8017158070442817,0.8012769462597302,-0.0004388607845514647
S7F_R2,macro_f1,10957,0,0.8017158070442817,0.8016636220544813,-5.218498980041897e-05
