model_name,feature_set,feature,family,weight,gain,cover,total_gain,total_cover
xgboost_unweighted,F4,mismatch_pos_00,mismatch_position,1.0,12.800339698791504,376.67620849609375,12.800339698791504,376.67620849609375
xgboost_unweighted,F4,mismatch_pos_01,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_02,mismatch_position,4.0,6.0633158683776855,13.471546173095703,24.253263473510742,53.88618469238281
xgboost_unweighted,F4,mismatch_pos_03,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_04,mismatch_position,7.0,5.373536109924316,21.379533767700195,37.61475372314453,149.65673828125
xgboost_unweighted,F4,mismatch_pos_05,mismatch_position,1.0,5.485823631286621,13.525691986083984,5.485823631286621,13.525691986083984
xgboost_unweighted,F4,mismatch_pos_06,mismatch_position,5.0,6.068976402282715,12.915781021118164,30.34488296508789,64.57890319824219
xgboost_unweighted,F4,mismatch_pos_07,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_08,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_09,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_10,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_11,mismatch_position,4.0,11.562471389770508,88.45244598388672,46.24988555908203,353.8097839355469
xgboost_unweighted,F4,mismatch_pos_12,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_13,mismatch_position,4.0,9.183911323547363,108.12495422363281,36.73564529418945,432.49981689453125
xgboost_unweighted,F4,mismatch_pos_14,mismatch_position,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_pos_15,mismatch_position,0.0,0.0,0.0,0.0,0.0
